G1,OPTN WT,1.00,GSTLC3B,5.83,,,,,tbst dtt,tbst dtt,GREEN,SETTING 1,XSMALL (1.0-4.7 nm),1.46,31.5,,0.00280,13.4,12.8,0.00289,19.4,18.7
H1,OPTN WT,1.00,GSTLC3B,2.91,,,,,tbst dtt,tbst dtt,GREEN,SETTING 1,XSMALL (1.0-4.7 nm),1.33,33.4,,0.00277,13.5,14.2,0.00335,18.3,19.2
A2,OPTN WT,1.00,GSTLC3B,1.46,,,,,tbst dtt,tbst dtt,GREEN,SETTING 1,XSMALL (1.0-4.7 nm),1.41,31.5,,0.00352,11.0,12.2,0.00304,17.5,19.3
B2,OPTN WT,1.00,GSTLC3B,0.729,,,,,tbst dtt,tbst dtt,GREEN,SETTING 1,XSMALL (1.0-4.7 nm),1.17,32.3,,0.00350,14.1,13.8,0.00297,19.0,18.5
C2,OPTN WT,1.00,GSTLC3B,0.364,,,,,tbst dtt,tbst dtt,GREEN,SETTING 1,XSMALL (1.0-4.7 nm),1.27,32.7,,0.00329,12.6,13.3,0.00298,18.3,19.4
D2,OPTN WT,1.00,GSTLC3B,0.182,,,,,tbst dtt,tbst dtt,GREEN,SETTING 1,XSMALL (1.0-4.7 nm),1.22,33.8,,0.00311,13.8,14.1,0.00317,19.3,19.7
E2,,,,,,,,,,,,,,,,,,,,,,
F2,,,,,,,,,,,,,,,,,,,,,,
G2,,,,,,,,,,,,,,,,,,,,,,
H2,,,,,,,,,,,,,,,,,,,,,,
A3,,,,,,,,,,,,,,,,,,,,,,
B3,,,,,,,,,,,,,,,,,,,,,,
C3,,,,,,,,,,,,,,,,,,,,,,
D3,,,,,,,,,,,,,,,,,,,,,,
E3,,,,,,,,,,,,,,,,,,,,,,
F3,,,,,,,,,,,,,,,,,,,,,,
G3,,,,,,,,,,,,,,,,,,,,,,
H3,,,,,,,,,,,,,,,,,,,,,,
